"sample_id","Actinomycetaceae","Aerococcus","Aeromonas","Akkermansia","Alcaligenes faecalis et rel.","Allistipes et rel.","Anaerobiospirillum","Anaerofustis","Anaerostipes caccae et rel.","Anaerotruncus colihominis et rel.","Anaerovorax odorimutans et rel.","Aneurinibacillus","Aquabacterium","Asteroleplasma et rel.","Atopobium","Bacillus","Bacteroides fragilis et rel.","Bacteroides intestinalis et rel.","Bacteroides ovatus et rel.","Bacteroides plebeius et rel.","Bacteroides splachnicus et rel.","Bacteroides stercoris et rel.","Bacteroides uniformis et rel.","Bacteroides vulgatus et rel.","Bifidobacterium","Bilophila et rel.","Brachyspira","Bryantella formatexigens et rel.","Bulleidia moorei et rel.","Burkholderia","Butyrivibrio crossotus et rel.","Campylobacter","Catenibacterium mitsuokai et rel.","Clostridium (sensu stricto)","Clostridium cellulosi et rel.","Clostridium colinum et rel.","Clostridium difficile et rel.","Clostridium felsineum et rel.","Clostridium leptum et rel.","Clostridium nexile et rel.","Clostridium orbiscindens et rel.","Clostridium ramosum et rel.","Clostridium sphenoides et rel.","Clostridium stercorarium et rel.","Clostridium symbiosum et rel.","Clostridium thermocellum et rel.","Collinsella","Coprobacillus catenaformis et rel.","Coprococcus eutactus et rel.","Corynebacterium","Desulfovibrio et rel.","Dialister","Dorea formicigenerans et rel.","Eggerthella lenta et rel.","Enterobacter aerogenes et rel.","Enterococcus","Escherichia coli et rel.","Eubacterium biforme et rel.","Eubacterium cylindroides et rel.","Eubacterium hallii et rel.","Eubacterium limosum et rel.","Eubacterium rectale et rel.","Eubacterium siraeum et rel.","Eubacterium ventriosum et rel.","Faecalibacterium prausnitzii et rel.","Fusobacteria","Gemella","Granulicatella","Haemophilus","Helicobacter","Klebisiella pneumoniae et rel.","Lachnobacillus bovis et rel.","Lachnospira pectinoschiza et rel.","Lactobacillus catenaformis et rel.","Lactobacillus gasseri et rel.","Lactobacillus plantarum et rel.","Lactobacillus salivarius et rel.","Lactococcus","Leminorella","Megamonas hypermegale et rel.","Megasphaera elsdenii et rel.","Methylobacterium","Micrococcaceae","Mitsuokella multiacida et rel.","Moraxellaceae","Novosphingobium","Oceanospirillum","Oscillospira guillermondii et rel.","Outgrouping clostridium cluster XIVa","Oxalobacter formigenes et rel.","Papillibacter cinnamivorans et rel.","Parabacteroides distasonis et rel.","Peptococcus niger et rel.","Peptostreptococcus anaerobius et rel.","Peptostreptococcus micros et rel.","Phascolarctobacterium faecium et rel.","Prevotella melaninogenica et rel.","Prevotella oralis et rel.","Prevotella ruminicola et rel.","Prevotella tannerae et rel.","Propionibacterium","Proteus et rel.","Pseudomonas","Roseburia intestinalis et rel.","Ruminococcus bromii et rel.","Ruminococcus callidus et rel.","Ruminococcus gnavus et rel.","Ruminococcus lactaris et rel.","Ruminococcus obeum et rel.","Serratia","Sporobacter termitidis et rel.","Staphylococcus","Streptococcus bovis et rel.","Streptococcus intermedius et rel.","Streptococcus mitis et rel.","Subdoligranulum variable at rel.","Sutterella wadsworthia et rel.","Tannerella et rel.","Uncultured Bacteroidetes","Uncultured Chroococcales","Uncultured Clostridiales I","Uncultured Clostridiales II","Uncultured Mollicutes","Uncultured Selenomonadaceae","Veillonella","Vibrio","Weissella et rel.","Wissella et rel.","Xanthomonadaceae","Yersinia et rel."
"Sample-867",0,0,0,62,4,39,0,0,41,27,17,0,0,0,0,1,22,2,21,12,21,8,4,100,49,1,0,85,3,1,306,4,96,15,144,62,14,0,35,122,181,3,124,3,281,0,20,6,196,1,5,12,239,6,6,3,7,189,2,30,1,45,10,23,2191,4,0,0,0,2,3,33,87,3,7,10,1,1,0,1,9,0,0,50,0,0,1,1744,66,8,76,28,7,0,2,17,10890,1627,8,61,1,4,0,13,14,82,36,11,333,0,252,0,16,2,7,258,14,16,1,0,85,127,49,0,2,2,1,0,1,2
"Sample-868",1,0,0,724,2,33,0,0,63,14,61,0,0,0,1,1,28,0,27,7,12,4,4,90,993,1,0,75,3,1,500,4,323,22,174,6,105,0,30,36,340,2,175,7,156,0,108,6,486,1,2,4,638,14,12,4,19,112,2,34,1,14,31,14,40,5,0,0,0,2,6,24,694,0,9,11,2,1,0,1,4,0,0,1,0,0,2,231,39,16,12,33,2,2,3,4,64,6,0,4,1,4,0,7,28,13,41,49,540,1,127,0,11,2,5,394,7,12,0,0,18,615,8,0,1,4,1,0,1,2
"Sample-869",1,0,0,75,2,154,0,0,106,26,43,0,0,0,1,2,81,1,30,21,24,11,63,451,2495,2,1,53,3,0,124,5,1,22,2055,13,36,0,627,30,246,5,114,15,204,0,133,8,418,2,3,120,370,7,16,6,18,32,3,93,2,30,3,33,1025,6,0,0,1,3,7,41,277,1,11,13,1,2,0,1,4,0,0,1,1,0,2,2200,111,12,43,103,7,0,3,5,18,7,1,12,2,6,1,15,368,116,157,97,1391,3,761,1,42,3,16,273,20,33,1,0,22,315,97,1,2,4,2,0,1,3
"Sample-870",0,0,0,22,2,93,0,0,106,29,9,0,0,0,0,1,42,9,70,29,36,18,99,683,771,1,0,174,2,0,140,4,1,18,156,9,15,0,176,87,167,3,123,20,172,0,17,5,105,1,2,129,175,4,8,3,9,12,2,62,1,140,5,32,2451,4,0,0,0,2,4,78,151,0,15,10,1,1,0,1,3,0,0,1,0,0,1,513,62,8,30,39,3,0,2,5,13,6,1,38,1,4,0,29,33,247,58,4,276,0,232,0,190,4,48,1015,17,34,1,0,74,297,13,0,3,2,1,0,0,2
"Sample-871",1,0,0,36,3,96,0,0,129,26,19,0,0,0,0,1,31,4,42,19,37,11,13,495,719,1,0,72,3,0,173,4,5,33,607,12,89,0,101,108,183,3,105,22,293,0,26,3,209,1,2,9,146,7,10,4,27,11,2,70,1,83,3,94,2241,5,0,0,1,2,5,267,288,0,18,11,1,125,0,1,3,0,0,294,0,0,2,418,74,25,24,35,8,0,2,32,4707,1295,3,20,1,4,0,45,170,87,34,92,463,1,244,0,95,3,33,711,8,25,1,0,100,106,12,0,3,3,2,1,1,2
"Sample-872",0,0,0,67,1,91,0,0,47,20,34,0,0,0,1,1,47,1,22,15,17,7,38,180,1718,1,0,42,3,0,103,4,0,18,1874,7,42,0,358,41,193,4,159,14,189,0,86,5,232,1,2,136,239,5,14,4,11,8,2,33,1,42,3,29,341,5,0,0,0,2,5,37,113,0,8,11,1,1,0,1,3,0,0,1,0,0,2,1216,61,14,44,45,7,0,2,4,21,6,1,6,1,4,0,36,316,77,92,190,876,1,433,0,29,3,12,360,11,18,0,0,19,368,120,0,2,2,1,0,1,2
"Sample-873",0,0,0,28,2,57,0,0,164,28,20,0,0,0,0,1,24,13,39,15,17,11,23,311,513,1,0,149,2,0,79,4,1,17,226,13,45,0,284,159,253,4,192,18,200,0,33,7,275,1,2,67,317,4,11,4,8,12,2,98,1,107,4,66,847,5,0,0,0,2,4,26,189,0,8,11,1,18,0,1,3,0,0,1,0,0,2,574,135,16,45,26,3,0,2,5,30,7,1,19,1,4,0,30,26,264,119,8,574,0,301,1,205,10,74,1478,10,18,0,0,65,199,37,0,2,2,3,0,1,2
"Sample-874",0,0,0,32,1,32,0,0,535,10,13,0,0,0,0,1,250,7,30,14,18,9,80,1568,773,1,0,249,2,0,477,4,1,26,367,7,35,0,51,99,129,4,284,66,399,0,32,9,734,1,2,25,296,5,8,4,9,5,2,39,1,123,2,311,2920,5,0,0,1,2,5,39,187,0,7,16,1,4,0,1,3,0,0,1,0,0,1,99,295,8,58,29,2,0,2,4,12,6,1,43,1,4,0,40,90,209,129,161,709,0,59,0,104,6,40,614,40,20,0,0,75,34,8,0,6,2,1,1,0,2
"Sample-875",1,0,0,52,3,545,0,1,311,20,14,0,0,0,1,2,128,20,97,92,104,94,184,779,65,2,1,65,4,1,245,7,1,33,209,11,115,0,315,118,205,6,106,24,209,0,16,9,373,2,4,108,148,5,10,12,13,7,4,347,2,75,7,54,2454,8,0,0,1,4,5,106,153,1,11,22,2,5,1,2,5,0,0,2,1,0,3,590,50,18,112,62,3,0,4,6,34,13,2,22,3,7,1,33,238,296,64,6,668,1,456,1,130,7,40,219,19,108,3,0,37,57,14,1,11,3,3,0,1,3
"Sample-876",1,0,0,79,3,424,0,1,120,29,17,0,2,0,1,2,88,10,144,115,98,61,276,2580,195,2,1,101,4,3,245,7,1,33,685,27,29,0,298,85,210,6,195,23,342,0,22,8,181,2,4,19,213,6,17,6,12,40,4,144,2,50,4,317,1932,7,0,0,1,4,7,56,136,1,12,17,2,2,1,2,18,0,0,2,1,0,8,391,123,16,59,194,3,0,4,22,24,15,2,43,3,7,1,28,209,229,52,129,889,0,289,1,45,5,37,1168,231,89,2,6,201,88,19,0,3,4,2,0,4,3
"Sample-877",0,0,0,26,2,155,0,0,243,26,18,0,0,0,0,1,48,2,44,24,42,12,26,477,44,2,0,196,2,1,193,5,1,20,70,29,20,0,22,94,236,4,172,18,309,0,15,6,221,1,4,24,207,4,12,4,9,5,3,148,1,61,5,87,1213,5,0,0,0,3,5,63,59,0,8,12,1,1,0,1,3,0,0,1,0,0,2,164,161,4,60,30,2,0,3,10,12,5,1,10,1,5,1,73,46,104,75,6,1262,0,57,0,31,3,12,295,71,32,1,5,25,33,9,0,2,2,1,0,3,2
"Sample-878",0,0,0,17,2,111,0,0,298,12,11,0,0,0,0,1,47,5,79,12,45,43,54,471,54,1,0,108,2,0,155,4,0,18,136,18,22,0,29,55,110,3,75,4,204,0,9,4,154,1,2,129,126,3,9,4,8,7,2,96,1,59,2,111,1947,5,0,0,0,2,4,55,199,0,8,11,1,1,0,1,3,0,0,1,0,0,2,158,97,5,135,57,2,0,2,4,13,5,1,15,1,5,0,41,97,187,46,7,295,0,224,0,22,2,8,199,54,33,0,0,19,26,9,0,3,2,1,0,2,2
"Sample-879",0,0,0,50,1,522,0,0,100,21,8,0,0,0,0,1,67,4,53,457,66,40,30,1777,54,2,0,48,1,0,294,3,0,16,72,9,17,0,35,25,114,2,64,15,151,0,5,2,61,1,2,53,70,3,4,3,6,3,2,30,1,64,12,34,812,4,0,0,0,2,3,412,98,0,6,9,1,1,0,1,224,0,0,1,0,0,2,570,38,4,15,137,2,0,2,4,18,17,1,60,1,4,0,13,47,24,17,70,229,0,115,0,12,2,6,145,239,80,16,0,414,27,10,0,2,1,1,0,0,1
"Sample-880",0,0,0,13,1,125,0,0,132,8,7,0,0,0,0,1,377,5,238,57,87,85,505,1867,681,2,0,18,1,0,42,3,0,19,19,5,43,0,16,14,107,3,58,2,69,0,21,4,323,1,2,212,137,3,6,3,8,3,2,51,1,23,1,6,613,4,0,0,0,2,3,15,21,0,7,9,1,1,0,1,3,0,0,1,0,0,1,737,34,2,7,134,2,0,2,3,23,19,1,49,1,3,0,9,3,24,34,151,599,0,49,0,29,3,12,205,26,58,2,0,17,15,7,1,9,2,1,0,1,1
"Sample-881",0,0,0,142,2,131,0,0,135,7,5,0,0,0,0,1,343,6,304,41,52,53,194,5388,176,4,0,74,1,4,185,4,0,14,19,5,11,0,9,48,67,2,194,9,208,0,10,2,251,1,2,8,105,3,39,3,7,5,2,39,1,38,1,14,1107,4,0,0,0,2,12,15,129,0,6,9,1,1,0,1,4,0,0,56,0,0,2,167,75,8,17,330,1,0,2,9,36,23,1,96,1,4,0,13,2,24,13,4,1010,0,28,0,25,3,12,94,247,93,2,4,17,15,8,0,3,3,1,0,7,2
"Sample-882",0,0,0,30,2,1354,0,0,66,11,11,0,0,0,0,1,155,4,58,120,70,21,278,2259,43,2,0,188,2,1,204,4,0,20,802,6,27,0,52,17,142,3,69,9,166,0,3,4,70,1,2,201,53,3,8,4,38,4,2,35,1,19,4,13,836,5,0,0,1,2,7,16,72,0,7,10,1,1,1,1,3,0,0,1,0,0,20,1483,21,4,21,106,3,0,2,7,34,14,1,74,1,4,0,8,38,61,14,78,193,4,519,0,16,3,7,241,9,42,4,0,84,162,9,1,2,2,1,0,1,2
"Sample-883",0,0,0,268,2,1222,0,0,110,23,10,0,0,0,0,1,75,6,53,113,156,22,114,1625,481,3,0,53,2,0,422,4,0,20,387,21,16,0,92,39,190,3,94,5,151,0,17,3,47,1,2,3,89,4,8,4,8,6,2,28,1,41,27,21,350,5,0,0,0,2,3,347,51,0,8,11,1,1,0,1,3,0,0,1,0,0,2,1130,83,74,34,254,3,0,2,45,7857,1237,1,41,1,4,0,15,69,32,9,5,195,0,342,0,17,2,8,191,25,80,14,0,175,135,15,0,2,2,1,0,0,2
"Sample-884",0,0,0,133,3,575,0,0,28,33,11,0,1,0,1,1,103,8,110,96,158,64,231,2311,54,6,0,127,3,0,819,5,1,24,73,21,21,0,87,43,95,3,67,14,278,0,9,5,51,1,7,7,66,4,6,5,9,8,3,30,1,48,6,115,1766,5,0,0,1,3,4,30,90,0,8,12,1,1,3,1,3,0,0,1,0,0,13,1065,49,59,16,236,4,0,3,34,40,16,2,51,2,5,0,50,29,54,26,13,168,0,189,1,14,3,7,156,129,111,4,2,465,109,49,0,3,3,2,0,1,3
"Sample-885",0,0,0,8,2,210,0,0,294,12,17,0,0,0,0,1,650,1,57,10,59,5,97,700,13,1,0,40,2,0,136,4,1,20,50,6,41,0,49,9,141,28,92,12,94,0,3,18,68,1,2,39,133,3,13,13,8,13,6,35,1,16,2,12,203,5,0,0,0,2,6,29,54,0,7,9,1,21,0,1,3,0,0,1,0,0,1,44,59,4,21,53,1,0,2,4,13,5,1,12,2,4,0,8,4,21,18,30,787,0,138,0,156,3,35,1035,11,31,0,1,35,17,8,0,3,2,1,0,1,1
"Sample-886",0,0,0,23,2,64,0,0,668,10,67,0,0,0,0,1,119,0,10,24,12,11,99,34,21,1,0,30,3,0,71,4,0,145,43,7,1242,0,76,227,48,15,143,57,79,0,3,3,1588,1,2,58,455,6,11,5,8,15,23,334,1,48,2,79,809,5,0,0,0,2,5,31,155,0,9,38,1,1,0,1,3,0,0,1,0,0,2,153,107,3,14,10,3,1,2,4,12,4,1,4,1,4,0,20,3,59,67,66,1591,0,66,0,120,6,42,296,6,7,0,0,18,17,12,2,16,2,1,0,0,2
"Sample-887",0,0,0,23,2,68,0,0,6,91,17,0,0,0,0,1,31,0,8,7,15,3,10,18,13,1,0,10,2,0,38,3,0,15,898,4,9,0,123,4,42,2,12,2,43,0,4,3,10,2,2,2,22,5,39,22,7,5,2,12,1,5,1,3,30,4,0,0,0,2,17,11,8,0,22,35,1,1,0,1,2,0,0,1,0,0,1,540,9,70,20,16,11,0,2,3,54,19,1,8,7,4,1,2,16,47,7,1,299,0,127,0,8,2,5,11,5,9,1,0,3978,16,660,0,1,2,1,0,0,1
"Sample-888",1,0,0,28,2,20,0,0,682,8,20,0,0,0,1,1,30,0,13,9,13,8,40,62,17,1,0,181,3,0,140,3,2,18,26,11,47,0,45,184,463,13,49,26,125,0,35,37,231,1,2,11,173,8,42,6,9,4,2,872,2,23,2,16,301,4,0,0,0,2,18,28,27,0,10,12,1,1,0,1,2,0,0,1,0,0,1,58,80,6,32,9,2,0,2,3,10,4,0,3,2,4,1,13,28,62,121,27,1922,0,42,0,882,11,176,649,6,6,0,0,23,17,7,0,4,2,1,0,1,2
"Sample-889",0,0,0,14,1,84,0,0,654,11,17,0,0,0,0,1,103,3,38,16,20,8,44,1198,15,1,0,20,2,0,28,4,1,24,83,5,175,0,88,82,232,23,43,35,91,0,3,25,1284,1,2,3,191,7,15,43,7,3,48,755,1,61,2,11,104,4,0,1,0,2,5,17,29,0,9,52,1,1,1,1,2,0,0,1,0,0,1,77,18,2,29,54,2,0,2,4,10,4,1,17,2,4,0,19,55,31,21,6,1278,0,67,0,177,4,46,123,6,22,1,0,18,18,9,0,1,2,1,0,0,2
"Sample-890",0,0,0,145,1,119,0,0,653,336,61,0,0,0,0,1,12,16,10,13,23,6,15,57,15,1,0,61,2,0,193,4,1,25,401,5,123,0,678,66,326,9,71,14,213,0,8,12,1171,1,2,262,120,5,11,57,8,9,3,243,4,25,5,18,679,4,0,0,0,2,4,41,128,1,14,15,8,1,0,1,3,0,0,1,0,0,3,3093,56,23,17,26,5,0,2,4,16,6,1,4,1,4,0,79,1053,161,42,5,1616,0,654,0,43,3,18,362,7,10,0,0,1078,144,429,3,2,3,1,0,0,2
"Sample-891",0,0,0,8,1,69,0,0,352,10,21,0,0,0,0,1,26,2,30,11,15,5,11,303,15,1,0,27,2,0,25,3,2,29,120,5,105,0,167,29,76,10,24,16,60,0,12,30,993,1,2,4,124,5,17,3,7,3,2,137,1,36,2,17,69,4,0,0,0,2,8,22,30,0,8,51,1,1,0,1,2,0,0,1,0,0,1,52,69,2,9,24,8,0,2,4,13,9,0,7,1,3,0,10,9,17,14,7,1019,0,103,0,16,3,5,238,6,112,3,1,113,57,19,0,2,2,2,0,0,1
"Sample-892",0,0,0,33,1,1345,0,0,625,25,35,0,0,0,0,1,974,25,105,96,35,32,218,633,15,1,0,33,2,1,57,4,1,22,78,5,97,0,182,83,264,8,43,7,167,0,5,13,112,1,2,23,63,3,13,6,8,5,5,248,1,18,4,86,932,4,0,0,0,2,5,24,83,0,8,12,1,5,1,1,3,0,0,1,0,0,4,1315,61,4,44,351,8,0,2,33,13,7,1,13,2,4,0,12,26,94,26,3,885,0,505,0,84,3,25,1291,22,63,17,1,2003,100,32,0,1,3,1,0,0,2
"Sample-893",0,0,0,35,3,78,0,0,1119,16,105,0,0,0,0,1,14,8,16,12,23,13,11,152,19,1,0,35,2,0,56,4,1,18,708,7,147,0,167,38,814,21,73,5,94,0,10,6,1203,1,2,9,183,4,14,4,13,10,7,361,1,28,2,13,396,5,0,0,0,2,6,22,98,0,7,57,1,119,0,1,3,0,0,1,0,0,3,400,98,4,58,16,2,0,2,8,11,4,1,6,29,4,0,12,2,146,16,5,2467,4,115,0,22,3,9,1652,11,12,1,0,53,20,14,0,2,4,1,0,4,2
"Sample-894",0,2,0,14,5,18,0,0,145,7,23,1,0,0,0,1,19,0,11,5,10,8,4,15,15,1,0,15,2,0,27,4,1,24,29,9,57,0,48,13,61,5,21,25,82,0,3,6,66,1,2,4029,33,3,13,3,8,2,4,50,2,14,2,64,34,5,0,0,0,2,6,9,26,0,15,70,1,2,0,1,4,0,0,1,0,3,1,22,15,6,10,14,6,0,2,4,10,3,0,3,12,4,0,6,80,12,9,4,295,0,47,0,100,2,23,359,7,8,0,0,136,18,978,269,19,2,2,0,0,1
"Sample-895",1,0,0,73,83,469,1,0,72,66,16,0,0,0,1,5,258,14,293,132,75,50,125,1694,290,2,1,40,3,1,102,5,2,29,153,7,90,0,122,40,123,7,73,10,107,0,9,24,120,2,4,5,81,5,44,14,3934,6,4,48,2,34,3,156,1306,6,0,1,3,3,259,21,148,1,10,22,2,41,0,1,4,0,0,1,2,0,13,474,59,100,59,138,4,0,3,32,19,22,2,65,4,13,81,11,327,44,30,39,118,166,199,1,28,4,13,216,24,87,2,0,141,171,11,0,3,6,2,0,5,51
"Sample-896",0,0,0,33,1,93,0,0,309,18,75,0,0,0,0,1,37,2,31,19,14,13,51,184,253,2,0,100,2,0,120,3,1,26,1217,5,181,0,140,103,309,11,66,9,108,0,13,10,225,1,2,2545,301,8,7,3,8,6,2,150,3,76,3,103,174,4,0,0,0,2,4,59,62,0,7,11,1,1,0,1,3,0,0,1,0,0,1,4828,117,4,28,44,6,0,2,4,12,4,1,6,1,4,0,32,27,202,63,116,748,0,455,0,42,3,17,865,7,23,0,0,187,103,8,68,4,3,1,0,0,1
"Sample-897",0,0,0,29,1,19,0,0,629,10,45,0,0,0,0,1,12,0,7,5,10,5,5,25,110,1,0,27,2,0,42,4,1,17,419,7,21,0,78,97,86,7,45,3,85,0,7,26,1682,1,2,3,395,4,7,4,30,5,2,152,1,28,2,102,76,4,0,0,0,2,3,17,21,0,6,9,1,1,0,1,3,0,0,1,0,0,1,29,413,4,25,9,3,0,2,4,10,3,0,2,1,4,0,22,2,17,18,20,1883,0,30,0,93,3,29,121,5,6,0,0,30,21,7,0,1,2,1,0,0,1
"Sample-898",0,0,0,60,1,168,0,0,640,13,32,0,0,0,1,1,297,35,177,19,28,42,6,2688,26,3,0,70,3,0,105,4,1,17,1650,5,76,0,104,82,322,5,129,8,356,0,18,17,673,1,2,3,222,3,2360,6,2841,3,3,274,1,88,3,27,346,4,0,0,1,2,1028,27,40,0,8,11,1,2,0,1,2,0,0,1,1,0,1,716,35,4,68,221,2,0,2,57,11,7,1,48,2,14,0,28,4,68,38,11,944,228,157,0,68,4,23,170,10,54,3,0,16,46,12,0,2,4,1,0,2,31
"Sample-899",1,0,0,114,2,162,0,0,241,17,27,0,0,0,0,1,233,5,189,56,40,44,280,2572,437,2,0,191,3,1,135,4,1,19,112,26,26,0,103,48,375,7,115,26,193,0,4,37,1014,1,3,83,186,5,11,5,26,3,11,117,1,41,9,40,443,5,0,0,4,2,6,22,49,0,28,36,63,17,0,1,3,0,0,1,0,0,2,806,42,13,61,43,5,0,2,14,21,18,1,50,4,5,0,36,213,53,16,90,1335,4,126,0,187,9,62,452,35,76,1,0,78,135,9,0,6,3,1,0,1,2
"Sample-900",0,0,0,59,2,18,0,0,259,8,22,0,0,0,0,1,24,0,11,8,12,5,7,102,813,1,0,63,2,0,115,4,1,57,84,8,134,0,239,171,122,8,189,14,101,0,11,29,658,1,2,3,276,4,16,4,25,8,3,378,1,55,2,20,362,5,0,0,3,2,6,40,108,1,32,14,1,4,0,1,3,0,0,1,0,0,2,62,80,14,31,13,2,0,2,4,12,4,1,4,2,4,0,40,326,36,32,19,1129,2,106,0,100,6,48,631,12,10,0,0,53,40,9,0,2,3,2,0,1,2
"Sample-901",0,0,0,275,2,127,0,0,22,15,37,0,0,0,0,1,86,9,122,80,36,70,568,323,314,3,0,26,2,0,253,4,2,17,125,5,67,0,275,113,202,14,38,19,128,0,3,56,794,1,2,3,74,4,7,4,8,2,10,12,1,12,5,142,359,5,0,0,0,2,4,16,31,0,9,22,1,1,0,1,3,0,0,1,0,0,2,103,702,15,10,32,7,0,2,4,27,20,1,115,2,4,0,7,71,39,21,8,707,0,169,0,16,2,7,744,12,57,2,0,18,77,9,0,2,3,1,0,1,2
"Sample-902",0,0,0,21,2,376,0,0,338,32,15,0,0,0,0,1,78,8,74,17,41,16,10,1688,38,2,0,156,2,1,133,4,1,23,42,9,35,0,30,73,159,3,55,12,148,0,6,9,728,1,5,13,204,4,9,4,9,8,3,114,1,17,2,50,371,5,0,0,1,2,5,29,67,0,7,11,1,91,0,21,3,0,0,1,0,0,3,1093,121,11,25,91,2,0,2,40,5015,705,1,29,1,4,0,16,17,49,72,15,733,0,95,0,24,2,11,134,25,64,2,0,19,182,9,0,2,3,1,0,2,2
"Sample-903",0,0,0,255,2,565,0,0,192,20,35,0,2,0,0,1,131,53,82,75,48,15,104,480,89,1,0,93,2,1,441,4,1,21,173,8,58,0,84,46,334,9,172,19,299,0,10,21,221,1,2,3,162,4,47,4,689,5,3,73,1,38,6,117,1163,5,0,0,3,2,49,436,99,0,7,15,1,8,0,1,3,0,0,1,1,0,15,564,134,10,98,358,5,0,2,134,38,10,1,18,1,6,0,14,34,125,34,111,428,22,344,0,37,3,20,747,59,58,1,3,112,47,15,0,4,4,2,1,0,4
"Sample-904",0,0,0,55,2,122,0,0,103,14,13,0,0,0,1,1,52,18,40,16,19,25,17,99,1141,2,0,78,3,0,135,4,1,16,77,7,27,0,28,177,176,5,81,11,209,0,4,19,544,1,3,3,167,9,11,4,38,3,4,261,1,75,5,63,255,4,0,0,0,2,4,351,43,0,7,12,1,2,0,1,5,0,0,1,0,0,2,468,102,12,29,71,3,0,2,15,10,6,1,9,1,4,0,73,15,16,16,39,1310,0,83,0,25,3,12,1307,16,27,1,0,51,44,15,0,3,2,1,0,0,2
"Sample-905",1,0,0,175,3,161,0,0,91,206,69,0,0,0,1,1,96,1,11,13,13,7,42,109,114,1,0,36,3,0,144,4,1,17,392,29,12,0,234,44,538,5,43,17,97,0,25,6,434,1,3,3,159,6,11,4,411,67,26,277,1,20,2,14,34,5,0,0,0,2,12,24,123,0,7,63,1,1,0,1,3,0,0,1,0,0,2,1335,34,71,72,17,41,0,2,5,11,4,1,5,3,5,1,10,441,84,27,14,384,7,200,0,1088,33,292,287,8,13,0,0,172,38,2495,0,3,4,2,0,1,2
"Sample-906",1,0,0,271,3,493,1,1,58,74,26,0,0,0,1,5,169,4,115,120,71,25,268,1122,135,2,0,28,4,1,52,4,1,207,338,6,249,0,129,29,138,3,79,5,101,0,6,4,45,1,3,3,88,7,13,10,2368,37,3,54,3,20,3,19,311,5,0,0,7,3,94,13,75,0,12,14,2,1,0,1,5,0,0,1,2,0,2,2082,53,7,50,39,5,0,3,5,25,16,1,30,2,15,0,7,16,38,10,9,128,92,739,1,20,2,8,101,16,64,4,0,634,337,24,0,2,5,1,0,1,3
"Sample-907",1,0,0,118,2,26,0,0,40,18,47,0,0,0,1,2,12,0,8,5,12,4,1,38,28,1,0,40,8,0,165,5,0,130,295,6,206,0,431,23,227,12,44,12,106,0,6,3,74,1,3,56,190,4,8,5,20,10,6,48,10,31,4,16,223,6,0,0,1,3,6,18,59,0,10,14,1,2,0,1,3,0,0,2,0,0,2,151,45,25,15,11,3,0,3,5,21,4,1,4,2,6,1,12,229,41,107,12,276,3,361,1,149,4,42,886,8,19,0,0,21,76,10,0,5,3,2,0,1,2
"Sample-908",1,0,0,23,3,18,0,1,31,67,19,0,0,0,1,3,11,0,9,7,16,5,1,17,1354,3,1,147,10,0,93,7,178,79,1058,17,121,0,237,158,188,6,155,6,130,0,6,6,118,2,5,19,357,6,14,10,48,80,4,37,3,35,4,15,628,8,0,0,1,4,7,31,60,1,12,19,2,3,0,2,7,0,0,2,1,0,3,52,88,9,25,10,8,0,4,10,83,20,1,3,3,8,1,14,147,29,139,66,604,1,134,1,42,12,35,1957,11,9,1,0,34,82,14,0,3,4,3,0,1,4
"Sample-909",1,0,0,42,2,18,0,0,52,34,28,0,0,0,1,2,9,0,8,6,12,4,2,24,502,1,1,28,5,0,69,5,16,44,249,7,63,0,274,35,287,4,44,5,70,0,4,7,138,1,3,4,170,4,7,5,9,393,3,152,2,18,3,13,48,6,0,0,1,3,4,18,132,0,8,12,1,1,0,1,9,0,0,1,0,0,2,33,48,10,55,9,2,0,3,5,13,4,1,3,1,5,1,7,99,15,25,59,450,0,147,1,37,3,16,1553,8,7,0,0,224,198,157,0,2,3,1,0,1,2
"Sample-910",1,0,0,17,2,32,0,0,30,12,11,0,0,0,1,1,8,0,6,6,11,4,3,23,489,1,0,73,3,0,45,4,258,19,49,17,38,0,56,44,79,3,38,10,64,0,3,5,50,1,6,3,117,3,8,4,2844,88,2,81,1,8,2,8,552,5,0,0,0,2,18,14,27,0,9,80,1,1,0,1,4,0,0,1,0,0,2,57,65,6,27,11,12,0,2,4,802,183,0,3,1,6,0,4,33,22,36,6,355,0,42,0,14,2,6,751,7,6,0,0,74,51,11,0,2,3,1,0,0,2
"Sample-911",0,0,0,32,2,20,0,0,63,12,18,0,0,0,0,1,7,0,6,4,10,3,1,13,417,1,0,46,3,0,67,4,1,40,123,6,65,0,243,59,165,10,56,32,67,0,4,15,129,1,2,78,152,4,7,4,8,15,2,104,1,19,2,9,165,5,0,0,0,2,3,19,101,0,9,11,1,2,0,1,3,0,0,1,0,0,2,99,151,8,18,7,3,0,2,4,11,3,0,2,1,5,0,7,52,24,128,37,405,0,134,0,218,7,71,2574,8,5,0,0,32,93,52,0,3,2,1,0,0,2
